final_record_alpha_0.9_delta_0.05_factor0.5,total_record
1659.2821129624022,2204.0752907899196
1641.5260433832916,2201.5233919397015
1588.6972233395024,2132.930027697573
1621.784301322382,2155.842211527158
1606.5626135133198,2121.979085438857
2622.461644697727,3619.707459940065
2677.245847643512,3655.2288436729423
2728.459957768219,3745.4320110696513
2716.72821562998,3704.7331028828276
2682.264811523196,3671.395159898969
4353.026768607745,6117.65938893069
4454.546598377641,6227.247578643015
4546.857884487912,6335.337373788668
4372.618419671769,6136.542297470373
4374.574122622545,6089.1375836493025
6087.488616588234,8626.721366999624
6065.827973005768,8621.742928814481
5986.895784998264,8530.377751350547
5926.117072385815,8375.853995749165
5939.233633885173,8456.158958133554
7419.30760004635,10826.078743366792
7333.200537743059,10732.24028227997
7480.821244619691,10786.25585308251
7339.617375810726,10591.556771482727
7369.570660115589,10660.253425429732
