final_record_alpha_0.9_delta_0.1_factor0.5,total_record
1237.264982793556,2179.160862742136
1208.0388672780452,2166.6979970565767
1227.6874322798199,2207.195731560841
1210.6597786961104,2156.6218518278647
1190.8577761830215,2128.6243626230785
1964.9263408594998,3605.2687718633933
2016.0339953288205,3671.3678460835413
2047.3757005054806,3798.5027028081504
2054.1173861134066,3783.4694642271875
2003.771729217311,3725.5631259336296
3163.4979349687464,6067.0848766815325
3319.157999192757,6356.459699058253
3328.4020761629854,6513.095034591766
3262.155184399281,6366.126610145965
3246.9411750509644,6282.402307026071
4255.425741130542,8479.838107935964
4293.450237420085,8573.001277205822
4380.075807494091,8645.584898989224
4260.939983506583,8436.239849138423
4242.700746976113,8594.465888648476
5209.878850665195,10797.697280938708
5131.380140021773,10455.717320959857
5221.414901032958,10580.85116739084
5130.348156977111,10669.321308948432
5099.15580879987,10489.13297178445
