final_record_alpha_0.8_delta_0.2_factor0.5,total_record
916.5775999999995,2936.0805999999825
926.7248000000008,2946.5587999999907
915.5981999999997,2922.9287999999888
950.0068000000012,2984.9102000000075
928.525999999998,2968.31879999999
1600.9840739126967,5128.402989233654
1562.1483283215648,5023.937708316477
1599.6588940247912,4996.778719372294
1570.3675591832405,5091.38293614082
1583.3299960509319,5051.891080989162
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
