final_record_alpha_0.8_delta_0.1_factor0.675,total_record
567.8348000000003,1153.050399999993
549.4363999999999,1179.2041999999958
597.9758000000018,1213.3989999999917
574.2988000000006,1197.702999999988
581.366,1206.452199999996
891.3834007253613,1882.803395029436
921.5179779857838,1932.8701102151535
926.9147024743407,2012.7848773904823
912.8458995862278,1930.3176937179185
904.884270429315,1866.7302083144766
1422.8268769936312,3000.974104692122
1410.7602394147968,3136.5512599205454
1386.6500648024905,3077.976735094356
1416.2912913974803,3031.956342844182
1391.0069734560648,3049.0229916393105
1799.9776195913307,4027.7946338438405
1802.8276639678777,4013.654432157345
1751.6758373194307,3861.8194349565015
1763.0228624255546,4045.46294455416
1772.4540074779163,4011.3897523237183
0,0
0,0
0,0
0,0
0,0
