final_record_alpha_0.9_delta_0.1_factor0.75,total_record
121.95031246140032,418.6081466507799
141.88271851047278,442.92520087281537
132.11101725588634,441.9344766168227
121.74189905527797,425.2243583983572
121.44734255623274,504.88639428067927
203.94222797244518,547.6951482480541
191.15982514577453,678.5439255322566
197.98883893900557,708.1807229455617
186.2711782503407,646.057056608864
173.19694356541564,741.085817302402
277.861746578823,945.5540101464451
271.20767159823737,887.1878328259643
216.4451678194529,953.1020471050488
246.14372228554498,967.2802211818196
242.10194203138641,980.0462032247747
340.6756379716475,1167.2295168021833
319.3334104222289,1175.6129093722477
305.33460559053214,1145.4514697950478
333.9536613151647,1136.315258107875
299.9443624529794,1158.6352296728912
360.6478482266893,1448.158825333401
339.3654455166259,1480.537411997532
372.0373026418727,1492.370288143232
345.29781714509613,1426.3335894882848
320.07297510067883,1423.979036432233
