final_record_alpha_0.8_delta_0.1_factor0.5,total_record
1662.9045999999978,2927.2122
1616.9581999999998,2849.66660000001
1671.0735999999965,2909.3064000000168
1696.3821999999968,2983.8661999999977
1666.4635999999987,2923.4241999999986
2883.3812574387334,5160.557955352401
2850.4689167071497,5098.147470712103
2895.797727265094,5143.431982732241
2851.3713664196594,5129.924651424595
2911.2917810126964,5184.946689971211
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
