final_record_alpha_0.7_delta_0.1_factor0.5,total_record
2261.1748859420436,3811.806366138408
2310.317693731289,3839.2868873937305
2279.9219556039625,3818.972172203323
2246.8550644104093,3798.116793214803
2273.474625271086,3815.1917239344293
3998.795910233222,6742.833354651427
4007.4381596604126,6826.853757351907
4023.935563356399,6841.394640688492
4005.9371917520157,6825.559827427768
4098.9962709314,6951.5531061207375
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
