final_record_alpha_0.9_delta_0.1_factor0.675,total_record
346.9399706610599,731.8148382099738
353.5875033482734,766.2829247979366
346.05735403410176,774.224708157817
357.7903339020108,774.8355206454706
358.1516016769698,747.4585318872985
496.78802571593405,1145.0265462858656
513.3752521148192,1226.2678218560748
492.26130245814556,1123.7275888694992
525.6204325728894,1198.8284027047227
540.9322185541251,1185.6510872946867
737.0819037342138,1779.8947518277287
687.8518557708031,1575.3098196590952
787.8941531165607,1840.1018546611147
793.298112643285,1838.0151401620892
728.7388776900235,1804.7757231445464
934.0805624279025,2291.4319442574324
904.1435832063755,2333.2289278349876
934.0669976999975,2282.7301738839215
954.320158561608,2358.952218769301
906.153445723283,2325.5215230240397
1032.6070120861368,2741.6127947297987
1016.540737100173,2621.572119045888
1050.1856806563806,2761.2677837604347
1005.2292669989747,2498.981676209352
1066.3386472173318,2738.0219478438457
