final_record_alpha_0.8_delta_0.2_factor0.5,total_record
916.5775999999995,2936.0805999999825
926.7248000000008,2946.5587999999907
915.5981999999997,2922.9287999999888
950.0068000000012,2984.9102000000075
928.525999999998,2968.31879999999
1600.9840739126967,5128.402989233654
1562.1483283215648,5023.937708316477
1599.6588940247912,4996.778719372294
1570.3675591832405,5091.38293614082
1583.3299960509319,5051.891080989162
2677.920155045486,8887.943747751491
2658.2527087740814,8931.63884367639
2646.212351030045,9005.79256403624
2628.130006586799,8797.306576292107
2651.868864369584,8851.604016665711
3564.7980818276274,12237.598539587954
3558.8830947566616,12165.045319756662
3598.272364766299,12404.761625657824
3601.9580576759163,12222.40478169709
3593.5256883067555,12161.263828921252
4469.200051795075,15359.106284766945
4411.490001327525,15272.081462416609
4430.0512268715265,15636.922314108737
4454.365446438447,15356.471450078045
4360.77566615852,15221.378066611334
