IFYL,IFY,correct,neural_correct
0.001723104389384389,0.0017493637278676033,0.6165999174118042,0.5245999693870544
0.06931068003177643,0.09258811175823212,0.6294999718666077,0.7054999470710754
0.08994017541408539,0.12611141800880432,0.6453999876976013,0.7073000073432922
0.08827532082796097,0.1311081051826477,0.6599000096321106,0.7014999985694885
0.04856264218688011,0.08860814571380615,0.670199990272522,0.6259999871253967
0.09473522752523422,0.15373162925243378,0.6792000532150269,0.7419999837875366
0.08246757835149765,0.14662882685661316,0.6873999834060669,0.7612999677658081
0.037125781178474426,0.09301105886697769,0.6898999810218811,0.7072000503540039
0.07497190684080124,0.15713556110858917,0.705299973487854,0.7682000398635864
0.04826567694544792,0.12750160694122314,0.7103999853134155,0.7472000122070312
0.04962993040680885,0.13585799932479858,0.7164000272750854,0.754800021648407
0.03346437215805054,0.11841689795255661,0.7196999788284302,0.7378000020980835
0.0488126277923584,0.14241008460521698,0.7224999666213989,0.7602999806404114
0.05963617563247681,0.16969777643680573,0.735200047492981,0.7768000364303589
0.05210220068693161,0.1781102567911148,0.7445999979972839,0.7760000228881836
0.03307531028985977,0.14353296160697937,0.7426999807357788,0.7616000175476074
0.022629639133810997,0.12932923436164856,0.7457000017166138,0.7483999729156494
0.02674865908920765,0.13944241404533386,0.7467000484466553,0.7580000162124634
0.04020239785313606,0.17990703880786896,0.7610999941825867,0.7762000560760498
0.03645157814025879,0.178518146276474,0.7644000053405762,0.7811999917030334
0.03678936883807182,0.183814138174057,0.7669000029563904,0.7745000123977661
0.032737359404563904,0.17945976555347443,0.7696999907493591,0.7836999893188477
0.030910920351743698,0.17996452748775482,0.7705000042915344,0.7820999622344971
0.028696924448013306,0.17873600125312805,0.7731000185012817,0.7843999862670898
0.016309967264533043,0.15352763235569,0.7734999656677246,0.7699999809265137
0.016675911843776703,0.1539747267961502,0.7738000154495239,0.7704000473022461
0.00851855892688036,0.12776926159858704,0.771399974822998,0.7454999685287476
0.01756162755191326,0.16501764953136444,0.7813999652862549,0.7788000106811523
0.016469474881887436,0.15861737728118896,0.7789000272750854,0.7741000056266785
