final_record_alpha_0.9_delta_0.2_factor0.75,total_record
77.93246190976468,384.86090690971196
67.88684021785039,427.8947423500895
63.33663455889964,483.96877683906604
67.85350365242348,387.9844027912603
66.38805471572186,420.0306625613307
103.27701316399082,676.2197614057732
89.92642115094161,700.0207272542431
97.0161647964229,642.7933078975129
102.9747798536512,596.6879818314176
98.96007193973185,664.6850920148705
148.64112158849025,1036.0339750526257
136.01347822206873,930.7453858469942
129.17507506609257,899.377360165589
121.34116088964578,897.5616257496579
133.5746544545121,956.2431955954428
163.49201584045656,1236.8740749709802
167.46551539644742,1145.974440116638
161.74410614805026,1372.9523501587594
175.84055957889376,1198.86563034762
179.47403464556075,1233.0591526876558
202.61895097471466,1569.8111228796001
186.4360507564466,1541.7328098081025
173.83369730126864,1624.304611654218
182.84748515644347,1687.6416715365558
178.20624265972165,1485.313973799008
