IFYL,IFY,correct,neural_correct
4.166702274233103e-05,4.579382948577404e-05,0.577158510684967,0.5047590136528015
0.00018870364874601364,0.00024011917412281036,0.6164494752883911,0.5109493732452393
0.0006098379381000996,0.0008532758802175522,0.6387183666229248,0.5206654071807861
0.001605910249054432,0.0023923125118017197,0.6498215198516846,0.5345081090927124
0.003835710696876049,0.006157752126455307,0.6624256372451782,0.5554497241973877
0.008179308846592903,0.013646457344293594,0.6696492433547974,0.582420289516449
0.014180639758706093,0.024320583790540695,0.6733666658401489,0.6098228096961975
0.02078273892402649,0.036040499806404114,0.6763253808021545,0.6333898305892944
0.02690889872610569,0.047776706516742706,0.680812418460846,0.6533178091049194
0.03204046189785004,0.05755411088466644,0.6845104694366455,0.667962372303009
0.035087041556835175,0.06370429694652557,0.6854375600814819,0.6765520572662354
0.03813863918185234,0.07012361288070679,0.6896780729293823,0.6850173473358154
0.03973141312599182,0.0742432028055191,0.6913392543792725,0.6902467012405396
0.04124702885746956,0.07739622890949249,0.6925815343856812,0.6941397190093994
0.04146876931190491,0.07876815646886826,0.6924630999565125,0.6958123445510864
0.041330453008413315,0.07913893461227417,0.6928098201751709,0.6962602734565735
0.042415063828229904,0.08142182230949402,0.6942085027694702,0.6989912986755371
0.04334712401032448,0.08404062688350677,0.6968963146209717,0.7020618915557861
0.04268554970622063,0.08332329243421555,0.6958770155906677,0.7012401819229126
0.042609624564647675,0.08326485008001328,0.695797324180603,0.7011478543281555
0.04239871725440025,0.08369281888008118,0.697005033493042,0.7016388773918152
0.04195360466837883,0.082949697971344,0.6960448026657104,0.7007696628570557
0.043481554836034775,0.08635862916707993,0.699734091758728,0.7047444581985474
0.04291844740509987,0.0846782997250557,0.6976233720779419,0.702799916267395
0.043139971792697906,0.08520285040140152,0.6978583335876465,0.7034234404563904
0.04337092861533165,0.0861399918794632,0.6994873881340027,0.7045143842697144
0.04247034713625908,0.08560600131750107,0.6997577548027039,0.7038800716400146
0.04334636405110359,0.08766239136457443,0.7015911340713501,0.7062315940856934
0.04459618777036667,0.08931317180395126,0.702420175075531,0.7080915570259094
0.042559582740068436,0.08574830740690231,0.6998947262763977,0.7040512561798096
0.041152164340019226,0.08267459273338318,0.6959190368652344,0.7004690170288086
0.04087923467159271,0.08379015326499939,0.6985070705413818,0.7017632722854614
0.042782723903656006,0.08687835186719894,0.7015951871871948,0.7053357362747192
0.042502447962760925,0.08592011779546738,0.6997771263122559,0.704254150390625
0.043634768575429916,0.08881225436925888,0.7030958533287048,0.7075415253639221
0.042389679700136185,0.08612818270921707,0.700602650642395,0.7044819593429565
0.04314804822206497,0.08825335651636124,0.7029318809509277,0.7069380283355713
0.043244652450084686,0.08931507915258408,0.7041938304901123,0.7081023454666138
0.042854540050029755,0.08787282556295395,0.7025232315063477,0.7064800262451172
0.042401619255542755,0.08691968768835068,0.7019623517990112,0.7053788900375366
0.0436728410422802,0.0900670662522316,0.7054303884506226,0.7089699506759644
0.04329194128513336,0.08905425667762756,0.7033551931381226,0.7078401446342468
0.04054350405931473,0.08349871635437012,0.6986868381500244,0.7014283537864685
0.04193000867962837,0.08644124120473862,0.702072024345398,0.7048376798629761
0.04101891815662384,0.08464016765356064,0.6997309327125549,0.702761173248291
0.041794050484895706,0.08622100949287415,0.7013436555862427,0.7045766115188599
0.041396364569664,0.08508359640836716,0.7000864148139954,0.7032458782196045
0.04345310479402542,0.08929701894521713,0.7041985988616943,0.7081010341644287
0.04329308867454529,0.0890040472149849,0.7043516635894775,0.7077593803405762
0.042991917580366135,0.08898547291755676,0.7044274806976318,0.7077420949935913
0.04215836524963379,0.0870937705039978,0.7022053003311157,0.7055956125259399
0.04143479838967323,0.08550677448511124,0.7008711099624634,0.703765869140625
0.04255079850554466,0.0879584476351738,0.7036747932434082,0.7065636515617371
0.04199596866965294,0.08663810044527054,0.7026111483573914,0.7050760388374329
0.04273102432489395,0.08910054713487625,0.7054441571235657,0.7078692317008972
0.0413237065076828,0.08661411702632904,0.7027762532234192,0.7050259113311768
0.041811391711235046,0.08780667930841446,0.704655647277832,0.7063970565795898
0.04240996390581131,0.0877862498164177,0.7031874656677246,0.7063766717910767
0.043029122054576874,0.08937136083841324,0.7049885988235474,0.7081786394119263
0.04277263581752777,0.08781535923480988,0.7031824588775635,0.7064145803451538
0.04314092546701431,0.0896199643611908,0.7056827545166016,0.7084814310073853
0.043476253747940063,0.09049876779317856,0.7063122987747192,0.7094430923461914
0.042338982224464417,0.08844368904829025,0.704224169254303,0.7071229219436646
0.041875459253787994,0.08738674968481064,0.7032479047775269,0.7058918476104736
0.04309840500354767,0.0888151004910469,0.7041417360305786,0.7075492143630981
0.041165031492710114,0.08589455485343933,0.701797604560852,0.7042156457901001
0.04269605502486229,0.08988140523433685,0.7061499357223511,0.708746612071991
0.043117910623550415,0.08997945487499237,0.7066468596458435,0.7088578343391418
0.04093575477600098,0.08486700057983398,0.7004412412643433,0.7030075788497925
0.042268477380275726,0.08762234449386597,0.7032948136329651,0.7061920166015625
0.041049204766750336,0.08508970588445663,0.7007907629013062,0.7032715082168579
0.04117583483457565,0.08508869260549545,0.7004525661468506,0.7033040523529053
0.04335283488035202,0.09014400839805603,0.7061697244644165,0.7090409994125366
0.04231865704059601,0.08720584213733673,0.7026830315589905,0.7057275772094727
0.04253171384334564,0.08857736736536026,0.7050577402114868,0.707275927066803
